OTU;C.Tu;C.Td;T.TTu;T.TTd;TT.CTu;TT.CTd;model.StARS_0.08;ASV total abundance;ASV total abundance (log10);Prevalence
;;;;;;;;53;1.72427587;73.33333333
;;;;;;;;8;0.903089987;40
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;26;1.414973348;33.33333333
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;169;2.227886705;80
;;;;;;;;143;2.155336037;80
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;190;2.278753601;100
;;;;;;;;6;0.77815125;33.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;993;2.996949248;86.66666667
;;;;;;;;969;2.986323777;100
;;;;;;;;53;1.72427587;20
;;;;;;;;159;2.201397124;13.33333333
;;;;;;;;142;2.152288344;53.33333333
;;;;;;;;140;2.146128036;80
;;;;;;;;5;0.698970004;20
;;;;;;;;21;1.322219295;53.33333333
;;;;;;;;37;1.568201724;86.66666667
;;;;;;;;5;0.698970004;6.666666667
;;;;;;;;146;2.164352856;80
;;;;;;;;64;1.806179974;80
;;;;;;;;3142;3.497206181;33.33333333
;;;;;;;;3302;3.518777069;100
;;;;;;;;2342;3.369586891;53.33333333
;;;;;;;;88;1.944482672;86.66666667
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;9;0.954242509;40
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;627;2.797267541;20
;;;;;;;;236;2.372912003;73.33333333
;;;;;;;;86;1.934498451;60
;;;;;;;;90;1.954242509;26.66666667
;;;;;;;;1308;3.116607744;66.66666667
;;;;;;;;7181;3.856184927;100
;;;;;;;;63;1.799340549;33.33333333
;;;;;;;;69;1.838849091;80
;;;;;;;;4866;3.687172105;100
;;;;;;;;331;2.519827994;13.33333333
;;;;;;;;23;1.361727836;20
;;;;;;;;266;2.424881637;53.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;33;1.51851394;53.33333333
;;;;;;;;486;2.686636269;93.33333333
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;27;1.431363764;40
;;;;;;;;124;2.093421685;73.33333333
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;28;1.447158031;20
;;;;;;;;171;2.23299611;80
;;;;;;;;781;2.892651034;93.33333333
;;;;;;;;63;1.799340549;33.33333333
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;50;1.698970004;100
;;;;;;;;118;2.071882007;53.33333333
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;54;1.73239376;13.33333333
;;;;;;;;16;1.204119983;40
;;;;;;;;47;1.672097858;80
;;;;;;;;40;1.602059991;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;11;1.041392685;20
;;;;;;;;164;2.214843848;33.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;21378;4.329967073;100
;;;;;;;;1184;3.073351702;93.33333333
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;481;2.682145076;86.66666667
;;;;;;;;544;2.7355989;86.66666667
;;;;;;;;56;1.748188027;53.33333333
;;;;;;;;27;1.431363764;53.33333333
;;;;;;;;31;1.491361694;60
;;;;;;;;36;1.556302501;53.33333333
;;;;;;;;211;2.324282455;86.66666667
;;;;;;;;23;1.361727836;20
;;;;;;;;16;1.204119983;60
;;;;;;;;24;1.380211242;53.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;12;1.079181246;40
;;;;;;;;91;1.959041392;53.33333333
;;;;;;;;200;2.301029996;46.66666667
;;;;;;;;500;2.698970004;66.66666667
;;;;;;;;7;0.84509804;46.66666667
;;;;;;;;330;2.51851394;100
;;;;;;;;304;2.482873584;86.66666667
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;24;1.380211242;60
;;;;;;;;118;2.071882007;73.33333333
;;;;;;;;65;1.812913357;26.66666667
;;;;;;;;86;1.934498451;86.66666667
;;;;;;;;14;1.146128036;20
;;;;;;;;111;2.045322979;46.66666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;4145;3.617524535;93.33333333
;;;;;;;;17;1.230448921;26.66666667
;;;;;;;;119;2.075546961;93.33333333
;;;;;;;;13;1.113943352;33.33333333
;;;;;;;;465;2.667452953;100
;;;;;;;;207;2.315970345;26.66666667
;;;;;;;;301;2.478566496;73.33333333
;;;;;;;;438;2.641474111;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;234;2.369215857;33.33333333
;;;;;;;;208;2.318063335;20
;;;;;;;;1;0;6.666666667
;;;;;;;;138;2.139879086;86.66666667
;;;;;;;;437;2.640481437;86.66666667
;;;;;;;;12;1.079181246;20
;;;;;;;;121;2.08278537;20
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;18;1.255272505;53.33333333
;;;;;;;;108;2.033423755;20
;;;;;;;;85;1.929418926;53.33333333
;;;;;;;;428;2.631443769;80
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;41;1.612783857;60
;;;;;;;;53;1.72427587;40
;;;;;;;;272;2.434568904;86.66666667
;;;;;;;;238;2.376576957;33.33333333
;;;;;;;;49;1.69019608;80
;;;;;;;;10;1;46.66666667
;;;;;;;;96;1.982271233;73.33333333
;;;;;;;;37;1.568201724;86.66666667
;;;;;;;;14;1.146128036;53.33333333
;;;;;;;;97;1.986771734;53.33333333
;;;;;;;;81;1.908485019;86.66666667
;;;;;;;;28;1.447158031;60
;;;;;;;;89;1.949390007;73.33333333
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;9;0.954242509;20
;;;;;;;;23;1.361727836;6.666666667
;;;;;;;;103;2.012837225;80
;;;;;;;;610;2.785329835;73.33333333
;;;;;;;;67;1.826074803;73.33333333
;;;;;;;;23;1.361727836;20
;;;;;;;;28;1.447158031;20
;;;;;;;;152;2.181843588;66.66666667
;;;;;;;;247;2.392696953;66.66666667
;;;;;;;;108;2.033423755;86.66666667
;;;;;;;;51;1.707570176;33.33333333
;;;;;;;;16;1.204119983;20
;;;;;;;;140;2.146128036;53.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;9;0.954242509;33.33333333
;;;;;;;;73;1.86332286;80
;;;;;;;;58;1.763427994;40
;;;;;;;;92;1.963787827;20
;;;;;;;;2603;3.415474168;100
;;;;;;;;50;1.698970004;66.66666667
;;;;;;;;22;1.342422681;46.66666667
;;;;;;;;92;1.963787827;40
;;;;;;;;39;1.591064607;13.33333333
;;;;;;;;46;1.662757832;73.33333333
;;;;;;;;18;1.255272505;66.66666667
;;;;;;;;11;1.041392685;46.66666667
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;71;1.851258349;80
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;47;1.672097858;13.33333333
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;95063;4.978011516;100
;;;;;;;;6113;3.786254396;100
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;16;1.204119983;66.66666667
;;;;;;;;99;1.995635195;86.66666667
;;;;;;;;9;0.954242509;20
;;;;;;;;19;1.278753601;33.33333333
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;21;1.322219295;53.33333333
;;;;;;;;10;1;20
;;;;;;;;1;0;6.666666667
;;;;;;;;497;2.696356389;80
;;;;;;;;104;2.017033339;26.66666667
;;;;;;;;119;2.075546961;40
;;;;;;;;1215;3.084576278;100
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;67;1.826074803;66.66666667
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;361;2.557507202;86.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;24;1.380211242;20
;;;;;;;;453;2.656098202;100
;;;;;;;;147;2.167317335;53.33333333
;;;;;;;;17;1.230448921;13.33333333
;;;;;;;;32;1.505149978;26.66666667
;;;;;;;;4;0.602059991;20
;;;;;;;;10;1;46.66666667
;;;;;;;;158;2.198657087;93.33333333
;;;;;;;;86;1.934498451;33.33333333
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;477;2.678518379;66.66666667
;;;;;;;;35;1.544068044;60
;;;;;;;;1;0;6.666666667
;;;;;;;;92;1.963787827;40
;;;;;;;;50;1.698970004;80
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;199;2.298853076;46.66666667
;;;;;;;;126;2.100370545;66.66666667
;;;;;;;;87;1.939519253;46.66666667
;;;;;;;;14;1.146128036;53.33333333
;;;;;;;;31;1.491361694;53.33333333
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;11;1.041392685;26.66666667
;;;;;;;;3863;3.586924708;93.33333333
;;;;;;;;5956;3.774954689;93.33333333
;;;;;;;;170;2.230448921;86.66666667
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;369;2.567026366;100
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;58;1.763427994;73.33333333
;;;;;;;;20;1.301029996;33.33333333
;;;;;;;;31;1.491361694;66.66666667
;;;;;;;;426;2.629409599;73.33333333
;;;;;;;;30;1.477121255;13.33333333
;;;;;;;;39;1.591064607;13.33333333
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;247;2.392696953;60
;;;;;;;;6;0.77815125;40
;;;;;;;;80;1.903089987;40
;;;;;;;;187;2.271841607;33.33333333
;;;;;;;;132;2.120573931;60
;;;;;;;;23;1.361727836;6.666666667
;;;;;;;;13;1.113943352;20
;;;;;;;;1;0;6.666666667
;;;;;;;;322;2.507855872;93.33333333
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;25;1.397940009;20
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;239;2.378397901;80
;;;;;;;;2152;3.332842267;93.33333333
;;;;;;;;18;1.255272505;20
;;;;;;;;6;0.77815125;20
;;;;;;;;107;2.029383778;86.66666667
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;1274;3.105169428;93.33333333
;;;;;;;;186;2.269512944;93.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;29;1.462397998;20
;;;;;;;;5;0.698970004;20
;;;;;;;;14;1.146128036;40
;;;;;;;;1468;3.166726056;100
;;;;;;;;6;0.77815125;40
;;;;;;;;1;0;6.666666667
;;;;;;;;146;2.164352856;86.66666667
;;;;;;;;47;1.672097858;13.33333333
;;;;;;;;2535;3.403977964;100
;;;;;;;;6;0.77815125;20
;;;;;;;;104;2.017033339;80
;;;;;;;;6;0.77815125;20
;;;;;;;;70;1.84509804;73.33333333
;;;;;;;;6;0.77815125;20
;;;;;;;;29;1.462397998;26.66666667
;;;;;;;;72;1.857332496;20
;;;;;;;;46;1.662757832;73.33333333
;;;;;;;;98;1.991226076;26.66666667
;;;;;;;;49;1.69019608;46.66666667
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;9;0.954242509;33.33333333
;;;;;;;;329;2.517195898;73.33333333
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;52;1.716003344;20
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;994;2.997386384;100
;;;;;;;;208;2.318063335;86.66666667
;;;;;;;;112;2.049218023;53.33333333
;;;;;;;;62;1.792391689;86.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;377;2.57634135;86.66666667
;;;;;;;;194;2.28780173;93.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;675;2.829303773;20
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;20;1.301029996;40
;;;;;;;;23;1.361727836;13.33333333
;;;;;;;;78;1.892094603;53.33333333
;;;;;;;;23;1.361727836;26.66666667
;;;;;;;;855;2.931966115;100
;;;;;;;;10;1;33.33333333
;;;;;;;;21;1.322219295;26.66666667
;;;;;;;;144;2.158362492;33.33333333
;;;;;;;;29;1.462397998;33.33333333
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;24;1.380211242;66.66666667
;;;;;;;;22;1.342422681;60
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;245;2.389166084;73.33333333
;;;;;;;;130;2.113943352;26.66666667
;;;;;;;;9;0.954242509;20
;;;;;;;;25;1.397940009;73.33333333
;;;;;;;;63;1.799340549;13.33333333
;;;;;;;;6;0.77815125;20
;;;;;;;;81;1.908485019;46.66666667
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;200;2.301029996;33.33333333
;;;;;;;;27;1.431363764;26.66666667
;;;;;;;;549;2.739572344;100
;;;;;;;;89;1.949390007;80
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;16;1.204119983;53.33333333
;;;;;;;;253;2.403120521;86.66666667
;;;;;;;;123;2.089905111;100
;;;;;;;;140;2.146128036;73.33333333
;;;;;;;;16;1.204119983;20
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;444;2.64738297;100
;;;;;;;;29;1.462397998;20
;;;;;;;;17;1.230448921;53.33333333
;;;;;;;;48;1.681241237;66.66666667
;;;;;;;;4;0.602059991;20
;;;;;;;;100;2;26.66666667
;;;;;;;;26;1.414973348;46.66666667
;;;;;;;;43;1.633468456;93.33333333
;;;;;;;;18;1.255272505;40
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;9;0.954242509;46.66666667
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;1411;3.149527014;93.33333333
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;15;1.176091259;40
;;;;;;;;5;0.698970004;20
;;;;;;;;4069;3.60948769;100
;;;;;;;;724;2.859738566;100
;;;;;;;;62;1.792391689;33.33333333
;;;;;;;;339;2.530199698;93.33333333
;;;;;;;;105;2.021189299;40
;;;;;;;;18;1.255272505;20
;;;;;;;;23;1.361727836;73.33333333
;;;;;;;;22;1.342422681;46.66666667
;;;;;;;;311;2.492760389;80
;;;;;;;;240;2.380211242;26.66666667
;;;;;;;;88;1.944482672;13.33333333
;;;;;;;;6;0.77815125;20
;;;;;;;;30;1.477121255;53.33333333
;;;;;;;;113;2.053078443;60
;;;;;;;;14;1.146128036;33.33333333
;;;;;;;;62;1.792391689;53.33333333
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;6;0.77815125;20
;;;;;;;;296;2.471291711;86.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;90;1.954242509;33.33333333
;;;;;;;;64;1.806179974;100
;;;;;;;;70;1.84509804;13.33333333
;;;;;;;;14;1.146128036;20
;;;;;;;;228;2.357934847;93.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;437;2.640481437;93.33333333
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;65;1.812913357;40
;;;;;;;;321;2.506505032;93.33333333
;;;;;;;;188;2.274157849;20
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;9;0.954242509;20
;;;;;;;;32;1.505149978;46.66666667
;;;;;;;;7;0.84509804;20
;;;;;;;;5;0.698970004;33.33333333
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;47;1.672097858;20
;;;;;;;;51;1.707570176;66.66666667
;;;;;;;;36;1.556302501;33.33333333
;;;;;;;;27;1.431363764;26.66666667
;;;;;;;;7;0.84509804;20
;;;;;;;;40;1.602059991;66.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;65;1.812913357;80
;;;;;;;;22;1.342422681;40
;;;;;;;;34;1.531478917;6.666666667
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;40;1.602059991;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;207;2.315970345;80
;;;;;;;;61;1.785329835;46.66666667
;;;;;;;;186;2.269512944;86.66666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;56;1.748188027;6.666666667
;;;;;;;;14;1.146128036;40
;;;;;;;;83;1.919078092;60
;;;;;;;;53;1.72427587;13.33333333
;;;;;;;;1133;3.05422991;93.33333333
;;;;;;;;3663;3.563836919;100
;;;;;;;;139;2.1430148;26.66666667
;;;;;;;;265;2.423245874;100
;;;;;;;;81;1.908485019;53.33333333
;;;;;;;;506;2.704150517;80
;;;;;;;;50;1.698970004;86.66666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;23;1.361727836;13.33333333
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;31;1.491361694;73.33333333
;;;;;;;;29;1.462397998;73.33333333
;;;;;;;;13;1.113943352;40
;;;;;;;;12;1.079181246;40
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;38;1.579783597;40
;;;;;;;;389;2.589949601;40
;;;;;;;;18;1.255272505;20
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;37;1.568201724;13.33333333
;;;;;;;;40;1.602059991;26.66666667
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;38;1.579783597;60
;;;;;;;;65;1.812913357;80
;;;;;;;;1;0;6.666666667
;;;;;;;;319;2.503790683;66.66666667
;;;;;;;;10;1;33.33333333
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;40;1.602059991;26.66666667
;;;;;;;;129;2.11058971;73.33333333
;;;;;;;;1815;3.258876629;93.33333333
;;;;;;;;438;2.641474111;20
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;110;2.041392685;20
;;;;;;;;30;1.477121255;20
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;26;1.414973348;6.666666667
;;;;;;;;380;2.579783597;100
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;47;1.672097858;100
;;;;;;;;125;2.096910013;60
;;;;;;;;27;1.431363764;46.66666667
;;;;;;;;47;1.672097858;40
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;44;1.643452676;20
;;;;;;;;18;1.255272505;26.66666667
;;;;;;;;43;1.633468456;20
;;;;;;;;18;1.255272505;46.66666667
;;;;;;;;136;2.133538908;53.33333333
;;;;;;;;292;2.465382851;93.33333333
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;49;1.69019608;20
;;;;;;;;54;1.73239376;33.33333333
;;;;;;;;19;1.278753601;60
;;;;;;;;132;2.120573931;80
;;;;;;;;32;1.505149978;33.33333333
;;;;;;;;108;2.033423755;33.33333333
;;;;;;;;17;1.230448921;33.33333333
;;;;;;;;576;2.760422483;93.33333333
;;;;;;;;19;1.278753601;20
;;;;;;;;6;0.77815125;20
;;;;;;;;45;1.653212514;40
;;;;;;;;16;1.204119983;46.66666667
;;;;;;;;26;1.414973348;60
;;;;;;;;36;1.556302501;60
;;;;;;;;322;2.507855872;86.66666667
;;;;;;;;28;1.447158031;53.33333333
;;;;;;;;13;1.113943352;46.66666667
;;;;;;;;201;2.303196057;26.66666667
;;;;;;;;141;2.149219113;33.33333333
;;;;;;;;158;2.198657087;93.33333333
;;;;;;;;24;1.380211242;26.66666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;34;1.531478917;60
;;;;;;;;32;1.505149978;60
;;;;;;;;451;2.654176542;100
;;;;;;;;624;2.79518459;80
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;100;2;53.33333333
;;;;;;;;12;1.079181246;20
;;;;;;;;19;1.278753601;40
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;34;1.531478917;40
;;;;;;;;15;1.176091259;60
;;;;;;;;51;1.707570176;33.33333333
;;;;;;;;120;2.079181246;73.33333333
;;;;;;;;25;1.397940009;46.66666667
;;;;;;;;7;0.84509804;20
;;;;;;;;356;2.551449998;93.33333333
;;;;;;;;165;2.217483944;93.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;3686;3.566555331;100
;;;;;;;;180;2.255272505;33.33333333
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;17;1.230448921;60
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;116;2.064457989;26.66666667
;;;;;;;;3;0.477121255;20
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;8;0.903089987;40
;;;;;;;;1;0;6.666666667
;;;;;;;;33;1.51851394;60
;;;;;;;;98;1.991226076;86.66666667
;;;;;;;;23;1.361727836;60
;;;;;;;;11;1.041392685;20
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;32;1.505149978;40
;;;;;;;;47;1.672097858;100
;;;;;;;;392;2.593286067;46.66666667
;;;;;;;;644;2.808885867;86.66666667
;;;;;;;;64;1.806179974;40
;;;;;;;;100;2;46.66666667
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;289;2.460897843;60
;;;;;;;;17;1.230448921;60
;;;;;;;;162;2.209515015;66.66666667
;;;;;;;;62;1.792391689;53.33333333
;;;;;;;;29;1.462397998;60
;;;;;;;;54;1.73239376;66.66666667
;;;;;;;;1600;3.204119983;93.33333333
;;;;;;;;52;1.716003344;13.33333333
;;;;;;;;20;1.301029996;53.33333333
;;;;;;;;22;1.342422681;73.33333333
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;48;1.681241237;20
;;;;;;;;16;1.204119983;53.33333333
;;;;;;;;522;2.717670503;86.66666667
;;;;;;;;340;2.531478917;66.66666667
;;;;;;;;2294;3.360593414;86.66666667
;;;;;;;;36;1.556302501;80
;;;;;;;;38;1.579783597;20
;;;;;;;;17;1.230448921;26.66666667
;;;;;;;;138;2.139879086;53.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;79;1.897627091;66.66666667
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;686;2.836324116;93.33333333
;;;;;;;;18;1.255272505;40
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;10;1;20
;;;;;;;;37;1.568201724;40
;;;;;;;;42;1.62324929;100
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;15;1.176091259;40
;;;;;;;;29;1.462397998;26.66666667
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;16;1.204119983;53.33333333
;;;;;;;;143;2.155336037;80
;;;;;;;;25;1.397940009;26.66666667
;;;;;;;;259;2.413299764;33.33333333
;;;;;;;;13;1.113943352;40
;;;;;;;;185;2.267171728;80
;;;;;;;;13;1.113943352;40
;;;;;;;;222;2.346352974;100
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;1030;3.012837225;93.33333333
;;;;;;;;125;2.096910013;60
;;;;;;;;44;1.643452676;53.33333333
;;;;;;;;57;1.755874856;60
;;;;;;;;59;1.770852012;33.33333333
;;;;;;;;22;1.342422681;20
;;;;;;;;9;0.954242509;46.66666667
;;;;;;;;56;1.748188027;40
;;;;;;;;26;1.414973348;46.66666667
;;;;;;;;118;2.071882007;66.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;122;2.086359831;73.33333333
;;;;;;;;7846;3.894648304;100
;;;;;;;;35;1.544068044;13.33333333
;;;;;;;;137;2.136720567;60
;;;;;;;;32;1.505149978;13.33333333
;;;;;;;;26;1.414973348;20
;;;;;;;;478;2.679427897;100
;;;;;;;;39;1.591064607;46.66666667
;;;;;;;;13;1.113943352;40
;;;;;;;;319;2.503790683;86.66666667
;;;;;;;;36;1.556302501;53.33333333
;;;;;;;;35;1.544068044;66.66666667
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;2097;3.32159843;73.33333333
;;;;;;;;168;2.225309282;73.33333333
;;;;;;;;141;2.149219113;33.33333333
;;;;;;;;15;1.176091259;46.66666667
;;;;;;;;4;0.602059991;20
;;;;;;;;394;2.595496222;93.33333333
;;;;;;;;6;0.77815125;20
;;;;;;;;32;1.505149978;80
;;;;;;;;3;0.477121255;20
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;12;1.079181246;20
;;;;;;;;1;0;6.666666667
;;;;;;;;7;0.84509804;46.66666667
;;;;;;;;19;1.278753601;40
;;;;;;;;58016;4.763547782;100
;;;;;;;;31;1.491361694;20
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;30;1.477121255;46.66666667
;;;;;;;;116;2.064457989;93.33333333
;;;;;;;;11;1.041392685;26.66666667
;;;;;;;;5;0.698970004;33.33333333
;;;;;;;;24;1.380211242;53.33333333
;;;;;;;;229;2.359835482;100
;;;;;;;;225;2.352182518;80
;;;;;;;;18;1.255272505;6.666666667
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;155;2.190331698;66.66666667
;;;;;;;;41;1.612783857;60
;;;;;;;;204;2.309630167;80
;;;;;;;;238;2.376576957;73.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;123;2.089905111;60
;;;;;;;;326;2.5132176;100
;;;;;;;;9;0.954242509;20
;;;;;;;;20;1.301029996;40
;;;;;;;;37;1.568201724;26.66666667
;;;;;;;;1097;3.040206628;80
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;43;1.633468456;26.66666667
;;;;;;;;11;1.041392685;33.33333333
;;;;;;;;213;2.328379603;86.66666667
;;;;;;;;216;2.334453751;93.33333333
;;;;;;;;14;1.146128036;20
;;;;;;;;64;1.806179974;73.33333333
;;;;;;;;13;1.113943352;40
;;;;;;;;237;2.374748346;80
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;64;1.806179974;73.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;351;2.545307116;100
;;;;;;;;202;2.305351369;93.33333333
;;;;;;;;199;2.298853076;53.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;57;1.755874856;40
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;16;1.204119983;53.33333333
;;;;;;;;11;1.041392685;33.33333333
;;;;;;;;28;1.447158031;20
;;;;;;;;35;1.544068044;40
;;;;;;;;10;1;33.33333333
;;;;;;;;434;2.63748973;13.33333333
;;;;;;;;31;1.491361694;20
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;58;1.763427994;80
;;;;;;;;13;1.113943352;46.66666667
;;;;;;;;15;1.176091259;46.66666667
;;;;;;;;380;2.579783597;80
;;;;;;;;12;1.079181246;40
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;31;1.491361694;13.33333333
;;;;;;;;38;1.579783597;80
;;;;;;;;13;1.113943352;53.33333333
;;;;;;;;114;2.056904851;13.33333333
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;271;2.432969291;40
;;;;;;;;10;1;20
;;;;;;;;72;1.857332496;73.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;9;0.954242509;33.33333333
;;;;;;;;25;1.397940009;20
;;;;;;;;4;0.602059991;20
;;;;;;;;17;1.230448921;13.33333333
;;;;;;;;32;1.505149978;100
;;;;;;;;36;1.556302501;40
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;11;1.041392685;33.33333333
;;;;;;;;16;1.204119983;46.66666667
;;;;;;;;17;1.230448921;33.33333333
;;;;;;;;39;1.591064607;66.66666667
;;;;;;;;373;2.571708832;86.66666667
;;;;;;;;15;1.176091259;53.33333333
;;;;;;;;35;1.544068044;66.66666667
;;;;;;;;898;2.953276337;100
