"""OTU"",""all"",""t0"",""micro"",""susp"",""all_fltr"",""fltr_t0"",""fltr_micro"",""fltr_susp"",""micro_fltr"",""susp_fltr"",""ASV total abundance"",""ASV total abundance (log10)"",""Prevalence"",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"OTU-6298,1,1,1,1,0,0,0,0,0,0,41,1.61278385671974,18.4931506849315,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",""g__"",""s__"""
"OTU-22695,1,1,1,1,0,0,0,0,0,0,45,1.65321251377534,23.2876712328767,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",""g__"",""s__"""
"OTU-7904,1,1,1,1,0,0,0,0,0,0,26,1.41497334797082,10.958904109589,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",""g__Rhodopila"",""s__globiformis"""
"OTU-30659,1,1,1,1,0,0,0,0,0,0,32,1.50514997831991,14.3835616438356,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",NA,NA"
"OTU-16472,1,1,1,1,0,0,0,0,0,0,29,1.46239799789896,15.0684931506849,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",""g__Roseococcus"",""s__"""
"OTU-1917,1,1,1,1,0,0,0,0,0,0,551,2.74115159885178,78.7671232876712,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",""g__"",""s__"""
"OTU-117,1,1,1,1,0,0,0,0,0,0,55,1.74036268949424,30.8219178082192,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",""g__"",""s__"""
"OTU-2649,1,1,1,0,0,0,0,0,0,0,109,2.03742649794062,43.1506849315069,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",NA,NA"
"OTU-1951,1,1,1,1,0,0,0,0,0,0,139,2.14301480025409,44.5205479452055,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Acetobacteraceae"",""g__Roseomonas"",""s__"""
"OTU-5391,1,1,1,1,0,0,0,0,0,0,41,1.61278385671974,22.6027397260274,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-48909,1,0,1,0,0,0,0,0,0,0,14,1.14612803567824,2.73972602739726,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-5931,1,1,1,1,0,0,0,0,0,0,90,1.95424250943932,38.3561643835616,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-744,1,1,1,1,0,0,0,0,0,0,411,2.61384182187607,76.027397260274,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-825,1,1,1,0,0,0,0,0,0,0,275,2.43933269383026,61.6438356164384,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-5456,1,1,1,1,0,0,0,0,0,0,24,1.38021124171161,15.0684931506849,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-3908,1,1,1,1,0,0,0,0,0,0,321,2.50650503240487,75.3424657534247,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-740,1,1,1,1,0,0,0,0,0,0,1205,3.08098704691089,90.4109589041096,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-4651,1,1,1,1,0,0,0,0,0,0,15,1.17609125905568,6.16438356164384,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__Skermanella"",""s__"""
"OTU-3125,1,0,1,1,0,0,0,0,0,0,16,1.20411998265592,6.16438356164384,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__Azospirillum"",""s__brasilense"""
"OTU-3201,1,1,1,1,0,0,0,0,0,0,80,1.90308998699194,35.6164383561644,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-5109,1,1,1,1,0,0,0,0,0,0,126,2.10037054511756,36.986301369863,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-334,1,1,1,1,1,1,1,1,0,1,2146,3.33162971762993,89.041095890411,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__Skermanella"",""s__"""
"OTU-17035,1,1,1,1,0,0,0,0,0,0,14,1.14612803567824,8.21917808219178,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-14384,1,1,1,1,0,0,0,0,0,0,14,1.14612803567824,5.47945205479452,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-16961,1,1,1,1,0,0,0,0,0,0,21,1.32221929473392,10.958904109589,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-12966,1,1,1,1,0,0,0,0,0,0,42,1.6232492903979,19.8630136986301,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-3930,1,1,1,1,0,0,0,0,0,0,116,2.06445798922692,17.8082191780822,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-27609,1,1,1,1,0,0,0,0,0,0,26,1.41497334797082,8.21917808219178,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-28351,1,1,1,1,0,0,0,0,0,0,95,1.97772360528885,26.7123287671233,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-28046,1,1,1,1,0,0,0,0,0,0,19,1.27875360095283,7.53424657534247,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-9227,1,1,1,1,0,0,0,0,0,0,9,0.954242509439325,5.47945205479452,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-400,1,1,1,1,0,0,0,0,0,0,226,2.3541084391474,26.7123287671233,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-30295,1,1,1,1,0,0,0,0,0,0,33,1.51851393987789,8.9041095890411,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-22783,1,1,1,1,0,0,0,0,0,0,24,1.38021124171161,8.21917808219178,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-2290,1,1,1,1,0,0,0,0,0,0,34,1.53147891704226,15.0684931506849,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-18118,1,1,1,1,0,0,0,0,0,0,43,1.63346845557959,26.7123287671233,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-6223,1,1,1,1,0,0,0,0,0,0,23,1.36172783601759,13.6986301369863,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__Inquilinus"",""s__"""
"OTU-86,1,1,1,1,1,1,1,1,1,0,1572,3.19645254170339,90.4109589041096,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-654,1,0,1,0,0,0,0,0,0,0,125,2.09691001300806,45.2054794520548,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-11684,1,1,1,1,0,0,0,0,0,0,79,1.89762709129044,32.8767123287671,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-13320,1,1,1,1,0,0,0,0,0,0,10,1,6.16438356164384,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",NA,NA"
"OTU-4649,1,0,1,0,0,0,0,0,0,0,72,1.85733249643127,37.6712328767123,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-53135,1,1,1,0,0,0,0,0,0,0,109,2.03742649794062,48.6301369863014,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",NA,NA"
"OTU-190,1,0,1,0,1,0,1,0,1,0,2480,3.39445168082622,82.8767123287671,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-23601,1,0,1,0,0,0,0,0,0,0,15,1.17609125905568,0.684931506849315,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",NA,NA,NA,NA"
"OTU-18292,1,0,1,1,1,0,1,1,1,0,293,2.46686762035411,44.5205479452055,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-3075,1,0,1,0,1,0,1,0,1,0,603,2.78031731214015,35.6164383561644,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-227,1,0,1,0,1,0,1,0,1,0,577,2.76117581315573,56.8493150684932,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-10819,1,1,1,0,0,0,0,0,0,0,17,1.23044892137827,10.958904109589,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",NA,NA"
"OTU-5833,1,1,1,1,0,0,0,0,0,0,22,1.34242268082221,8.21917808219178,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-43540,1,1,1,1,0,0,0,0,0,0,19,1.27875360095283,10.958904109589,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",NA,NA,NA,NA"
"OTU-9391,1,1,1,1,0,0,0,0,0,0,91,1.95904139232109,36.986301369863,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",NA,NA,NA,NA"
"OTU-319,1,1,1,1,0,0,0,0,0,0,622,2.79379038469082,89.7260273972603,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-12839,1,1,1,1,0,0,0,0,0,0,51,1.70757017609794,25.3424657534247,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Kiloniellales"",""f__"",""g__"",""s__"""
"OTU-6069,1,1,1,0,0,0,0,0,0,0,12,1.07918124604762,8.21917808219178,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Kiloniellales"",""f__"",""g__"",""s__"""
"OTU-1788,1,1,1,0,0,0,0,0,0,0,25,1.39794000867204,15.0684931506849,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-2228,1,0,1,0,0,0,0,0,0,0,42,1.6232492903979,19.1780821917808,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-1489,1,0,1,0,0,0,0,0,0,0,551,2.74115159885178,80.8219178082192,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-547,1,1,1,1,0,0,0,0,0,0,861,2.93500315145365,84.9315068493151,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",NA,NA"
"OTU-44885,1,1,1,1,0,0,0,0,0,0,16,1.20411998265592,10.2739726027397,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-18112,1,0,1,0,0,0,0,0,0,0,15,1.17609125905568,8.21917808219178,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__Magnetospirillum"",""s__"""
"OTU-164,1,1,1,1,0,0,0,0,0,0,458,2.66086547800387,81.5068493150685,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__Magnetospirillum"",""s__"""
"OTU-2692,1,1,1,1,0,0,0,0,0,0,44,1.64345267648619,19.1780821917808,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-1431,1,0,1,0,0,0,0,0,0,0,59,1.77085201164214,30.1369863013699,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhizobiales"",""f__Rhizobiaceae"",""g__Amorphomonas"",""s__oryzae"""
"OTU-229,1,1,1,1,1,1,1,1,1,0,4659,3.66829271044822,91.7808219178082,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-12752,1,0,1,0,0,0,0,0,0,0,12,1.07918124604762,7.53424657534247,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-7264,1,1,1,1,0,0,0,0,0,0,58,1.76342799356294,25.3424657534247,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-629,1,1,1,1,0,0,0,0,0,0,570,2.75587485567249,85.6164383561644,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodobacterales"",""f__Rhodobacteraceae"",NA,NA"
"OTU-3118,1,1,1,0,0,0,0,0,0,0,40,1.60205999132796,24.6575342465753,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__"",""g__"",""s__"""
"OTU-28034,1,1,1,1,0,0,0,0,0,0,11,1.04139268515823,5.47945205479452,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__"",""g__"",""s__"""
"OTU-13095,1,1,1,1,0,0,0,0,0,0,31,1.49136169383427,18.4931506849315,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__"",""g__"",""s__"""
"OTU-4034,1,1,1,1,0,0,0,0,0,0,105,2.02118929906994,18.4931506849315,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__"",""g__"",""s__"""
"OTU-15943,1,1,1,1,0,0,0,0,0,0,21,1.32221929473392,9.58904109589041,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__"",""g__"",""s__"""
"OTU-37154,1,1,1,1,0,0,0,0,0,0,36,1.55630250076729,11.6438356164384,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__"",""g__"",""s__"""
"OTU-37065,1,1,1,1,0,0,0,0,0,0,76,1.88081359228079,36.986301369863,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__"",""f__"",""g__"",""s__"""
"OTU-2100,1,1,1,0,0,0,0,0,0,0,11,1.04139268515823,6.84931506849315,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",NA,NA"
"OTU-23165,1,0,1,0,0,0,0,0,0,0,16,1.20411998265592,8.21917808219178,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",NA,NA"
"OTU-1324,1,0,1,0,0,0,0,0,0,0,10,1,4.79452054794521,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-4472,1,1,1,0,0,0,0,0,0,0,12,1.07918124604762,7.53424657534247,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__"",""s__"""
"OTU-181,1,0,1,1,1,0,1,1,1,0,1112,3.04610478724604,81.5068493150685,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__Phaeospirillum"",""s__fulvum"""
"OTU-19023,1,1,1,1,0,0,0,0,0,0,26,1.41497334797082,15.7534246575342,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",""g__Phaeospirillum"",""s__"""
"OTU-9264,1,1,1,0,0,0,0,0,0,0,27,1.43136376415899,15.7534246575342,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__"",""f__"",""g__"",""s__"""
"OTU-24667,1,0,1,0,0,0,0,0,0,0,11,1.04139268515823,6.16438356164384,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__"",""f__"",""g__"",""s__"""
"OTU-223,1,0,1,0,0,0,0,0,0,0,66,1.81954393554187,32.8767123287671,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",NA,NA,NA,NA"
"OTU-32202,1,1,1,0,0,0,0,0,0,0,16,1.20411998265592,8.9041095890411,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Rhodospirillales"",""f__Rhodospirillaceae"",NA,NA"
"OTU-46316,1,0,1,0,0,0,0,0,0,0,20,1.30102999566398,11.6438356164384,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-4318,1,1,1,1,0,0,0,0,0,0,40,1.60205999132796,23.2876712328767,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-10932,1,1,1,1,0,0,0,0,0,0,14,1.14612803567824,8.21917808219178,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-31334,1,1,1,1,0,0,0,0,0,0,17,1.23044892137827,7.53424657534247,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-38633,1,1,0,1,0,0,0,0,0,0,26,1.41497334797082,6.84931506849315,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-1357,1,1,1,1,1,1,1,1,0,1,302,2.48000694295715,45.8904109589041,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-40123,1,1,1,1,0,0,0,0,0,0,62,1.79239168949825,32.8767123287671,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",NA,NA,NA,NA"
"OTU-21166,1,1,1,1,0,0,0,0,0,0,103,2.01283722470517,44.5205479452055,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-17353,1,1,1,1,0,0,0,0,0,0,128,2.10720996964787,50,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-136,1,1,1,1,1,1,1,1,1,1,2508,3.39932753215868,91.7808219178082,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-29532,1,1,1,1,0,0,0,0,0,0,19,1.27875360095283,6.84931506849315,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-19704,1,1,1,1,1,1,1,1,1,0,841,2.92479599579791,84.2465753424658,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Sphingomonadales"",""f__Sphingomonadaceae"",""g__Sandaracinobacter"",""s__sibiricus"""
"OTU-12601,1,1,1,1,0,0,0,0,0,0,56,1.7481880270062,30.1369863013699,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Ellin329"",""f__"",""g__"",""s__"""
"OTU-29314,1,1,1,1,0,0,0,0,0,0,15,1.17609125905568,5.47945205479452,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__"",""f__"",""g__"",""s__"""
"OTU-46026,1,1,1,1,0,0,0,0,0,0,195,2.29003461136252,58.2191780821918,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Phenylobacterium"",""s__"""
"OTU-43,1,1,1,1,0,0,0,0,0,0,236,2.37291200297011,70.5479452054795,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__"",""s__"""
"OTU-6619,1,0,1,0,0,0,0,0,0,0,47,1.67209785793572,23.972602739726,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",NA,NA"
"OTU-9712,1,0,1,0,0,0,0,0,0,0,12,1.07918124604762,7.53424657534247,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Nitrobacteria"",""s__hamadaniensis"""
"OTU-69974,1,0,1,1,0,0,0,0,0,0,324,2.51054501020661,76.027397260274,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-15622,1,0,1,1,0,0,0,0,0,0,540,2.73239375982297,80.1369863013699,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-52979,1,0,1,0,0,0,0,0,0,0,338,2.52891670027765,73.2876712328767,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",NA,NA"
"OTU-52267,1,0,1,1,0,0,0,0,0,0,294,2.46834733041216,72.6027397260274,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-6,1,1,1,1,1,1,1,1,1,0,19021,4.27923334557014,93.1506849315068,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-67817,1,0,1,0,0,0,0,0,0,0,110,2.04139268515822,48.6301369863014,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-14931,1,1,1,1,0,0,0,0,0,0,935,2.97081161087252,83.5616438356164,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-6334,1,0,1,0,0,0,0,0,0,0,36,1.55630250076729,19.8630136986301,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-8274,1,0,1,0,0,0,0,0,0,0,21,1.32221929473392,11.6438356164384,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-65004,1,0,1,0,0,0,0,0,0,0,285,2.45484486000851,74.6575342465753,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__Mycoplana"",""s__"""
"OTU-9021,1,1,1,1,0,0,0,0,0,0,164,2.2148438480477,59.5890410958904,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",""g__"",""s__"""
"OTU-350,1,1,1,1,1,1,1,1,0,0,1498,3.17551181336345,91.7808219178082,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",NA,NA"
"OTU-12237,1,0,1,0,0,0,0,0,0,0,45,1.65321251377534,23.972602739726,""k__Bacteria"",""p__Proteobacteria"",""c__Alphaproteobacteria"",""o__Caulobacterales"",""f__Caulobacteraceae"",NA,NA"
