"OTU","C.Tu_A1","C.Td_A1","T.TTu_A1","T.TTd_A1","TT.CTu_A1","TT.CTd_A1","CC.CTu_A1","CC.CTd_A1","C.Tu_A3","C.Td_A3","T.TTu_A3","T.TTd_A3","TT.CTu_A3","TT.CTd_A3","CC.CTu_A3","CC.CTd_A3","C.Tu_F3","C.Td_F3","T.TTu_F3","T.TTd_F3","TT.CTu_F3","TT.CTd_F3","CC.CTu_F3","CC.CTd_F3","C.Tu_Fun1","C.Td_Fun1","T.TTu_Fun1","T.TTd_Fun1","TT.CTu_Fun1","TT.CTd_Fun1","CC.CTu_Fun1","CC.CTd_Fun1","C.Tu_HS","C.Td_HS","T.TTu_HS","T.TTd_HS","TT.CTu_HS","TT.CTd_HS","CC.CTu_HS","CC.CTd_HS","C.Tu_Ox1","C.Td_Ox1","T.TTu_Ox1","T.TTd_Ox1","TT.CTu_Ox1","TT.CTd_Ox1","CC.CTu_Ox1","CC.CTd_Ox1","C.Tu_pH11","C.Td_pH11","T.TTu_pH11","T.TTd_pH11","TT.CTu_pH11","TT.CTd_pH11","CC.CTu_pH11","CC.CTd_pH11","C.Tu_pH2","C.Td_pH2","T.TTu_pH2","T.TTd_pH2","TT.CTu_pH2","TT.CTd_pH2","CC.CTu_pH2","CC.CTd_pH2","C.Tu_Pro","C.Td_Pro","T.TTu_Pro","T.TTd_Pro","TT.CTu_Pro","TT.CTd_Pro","CC.CTu_Pro","CC.CTd_Pro","C.Tu_UV","C.Td_UV","T.TTu_UV","T.TTd_UV","TT.CTu_UV","TT.CTd_UV","CC.CTu_UV","CC.CTd_UV","C.CCu","C.CCd","ASV total abundance","ASV total abundance (log 10)","Prevalence","Kingdom","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU-127917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8921,3.95041353936938,78,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-60049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1227,3.088844562727,160,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_maupasi"
"OTU-179488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,235350,5.37171420264262,369,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Orthamphisiella","s__Orthamphisiella_breviseries"
"OTU-38172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,3.06258198422816,188,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,128034,5.10732531380116,386,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Platyophryida","g__Platyophrya","s__Platyophrya_vorax"
"OTU-97",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30725,4.48749189155849,369,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Platyophryida","g__Platyophrya","s__Platyophrya_sp."
"OTU-200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,3.11327469246435,202,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Cyrtolophosidida","g__Apocyrtolophosis","s__Apocyrtolophosis_minor"
"OTU-10540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,2.78175537465247,67,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-9002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,3.23070431361257,184,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpodida_X","s__Colpodida_X_sp."
"OTU-54833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1916,3.28239550474253,225,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-23039",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2864,3.45697301363582,148,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-276544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,3.14612803567824,202,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpodida_X","s__Colpodida_X_sp."
"OTU-528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,3.00259798071991,22,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Hypotrichia_X","g__Bergeriella","s__Bergeriella_ovata"
"OTU-68376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4423,3.6457169393696,317,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Gonostomum","s__Gonostomum_strenuum"
"OTU-183381",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5197,3.71575271682286,248,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Orthamphisiella","s__Orthamphisiella_breviseries"
"OTU-42272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,2.59328606702046,51,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-33845",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3240,3.51054501020661,243,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_maupasi"
"OTU-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49749,4.69678435545668,123,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytricha","s__Oxytricha_sp."
"OTU-87706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,3.09096307659573,40,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-188537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,772,2.88761730033574,151,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-4039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1152,3.06145247908719,48,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Cyrtolophosidida","g__Cyrtolophosidida_X","s__Cyrtolophosidida_X_sp."
"OTU-38614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1680,3.22530928172586,152,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-141388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,2.53402610605613,55,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytricha","s__Oxytricha_sp."
"OTU-83619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1294,3.11193427633268,111,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-9676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,2.8234742291703,125,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-12159",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4258,3.6292056571023,242,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Kahliella","s__Kahliella_sp."
"OTU-24432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4791,3.68042617085815,196,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-77948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,3.08778141780954,44,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-12590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15897,4.20131517423399,145,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytricha","s__Oxytricha_sp."
"OTU-59645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,3.182129214053,122,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_maupasi"
"OTU-22729",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,15580,4.19256745333655,183,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-8218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,3.15806079393661,167,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpodida_X","s__Colpodida_X_sp."
"OTU-5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,316877,5.50089071777792,424,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,3.57760667736254,59,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Phyllopharyngea","o__Cyrtophoria_4","f__Chilodonellidae","g__Chilodonellidae_X","s__Chilodonellidae_X_sp."
"OTU-1803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4751,3.67678503041921,291,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpodida_X","s__Colpodida_X_sp."
"OTU-85158",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7725,3.88789848809687,159,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Gonostomum","s__Gonostomum_namibiense"
"OTU-10729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,2.53402610605613,93,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpodida_X","s__Colpodida_X_sp."
"OTU-12162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,2.82607480270083,77,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytricha","s__Oxytricha_sp."
"OTU-39362",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2895,3.46164856806346,242,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685,3.56643749219507,89,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Phyllopharyngea","o__Cyrtophoria_4","f__Chilodonellidae","g__Pseudochilodonopsis","s__Pseudochilodonopsis_fluviatilis"
"OTU-94564",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16755,4.22414443217129,343,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Gonostomum","s__Gonostomum_strenuum"
"OTU-181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4709,3.67292869044272,211,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_elliotti"
"OTU-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10533,4.02255208418501,152,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Oligohymenophorea","o__Oligohymenophorea_X","f__Oligohymenophorea_XX","g__Cardiostomatella","s__Cardiostomatella_sp."
"OTU-38198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2359,3.3727279408856,100,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-113655",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,3.52283531366053,251,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Pseudoplatyophrya","s__Pseudoplatyophrya_nana"
"OTU-219406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,2.57978359661681,25,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-594",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,125667,5.09922124745936,292,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-141904",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11148,4.04719696004127,321,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-11678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1153,3.0618293072947,209,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
