OTU;T0;C;A1;A3;HS;C_C;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-48015;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.84509804;6.666666667
OTU-272578;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1.544068044;6.666666667
OTU-6111;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;14;1.146128036;33.33333333
OTU-37784;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-161;1;1;1;1;1;0;1;0;1;0;0;0;1;1;1;205;2.311753861;66.66666667
OTU-29904;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0.301029996;13.33333333
OTU-5787;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.84509804;13.33333333
OTU-11421;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;4;0.602059991;20
OTU-11113;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;7;0.84509804;33.33333333
OTU-120108;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;17;1.230448921;20
OTU-11227;1;1;1;0;1;1;0;0;1;0;1;1;0;1;1;109;2.037426498;66.66666667
OTU-11089;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;125;2.096910013;40
OTU-118853;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;28;1.447158031;40
OTU-280295;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;22;1.342422681;26.66666667
OTU-121100;0;0;1;0;0;0;0;1;1;0;1;1;1;1;1;76;1.880813592;53.33333333
OTU-11953;0;1;1;0;1;0;0;0;1;0;1;1;1;1;1;166;2.220108088;60
OTU-11319;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;104;2.017033339;73.33333333
OTU-29954;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;52;1.716003344;40
OTU-202334;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;6.666666667
OTU-3083;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;46;1.662757832;40
OTU-11080;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;5;0.698970004;13.33333333
OTU-11162;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-11147;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-73789;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-30407;0;1;1;1;1;0;0;0;0;0;1;1;0;1;0;70;1.84509804;46.66666667
OTU-29930;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;7;0.84509804;26.66666667
OTU-11281;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;38;1.579783597;33.33333333
OTU-85;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;918;2.962842681;86.66666667
OTU-11263;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;14;1.146128036;40
OTU-119216;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;26;1.414973348;20
OTU-40215;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;10;1;20
OTU-5433;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;6.666666667
OTU-7536;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;22;1.342422681;26.66666667
OTU-11092;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;219;2.340444115;73.33333333
OTU-11781;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;22;1.342422681;33.33333333
OTU-42259;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;6;0.77815125;20
OTU-45847;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-71974;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-220634;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0.477121255;20
OTU-5479;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;6.666666667
OTU-66637;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;17;1.230448921;33.33333333
OTU-82676;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0.301029996;13.33333333
OTU-12831;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-381;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;301;2.478566496;73.33333333
OTU-12525;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-29567;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;8;0.903089987;20
OTU-5532;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;235;2.371067862;73.33333333
OTU-8455;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-139;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;44;1.643452676;46.66666667
OTU-32570;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;4;0.602059991;26.66666667
OTU-10653;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;24;1.380211242;53.33333333
OTU-2390;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-25;1;1;1;1;0;1;0;1;1;0;1;0;0;1;1;628;2.797959644;66.66666667
OTU-27219;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;34;1.531478917;26.66666667
OTU-26479;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;67;1.826074803;33.33333333
OTU-11100;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;25;1.397940009;20
OTU-160629;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;31;1.491361694;13.33333333
OTU-96978;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;1;13.33333333
OTU-53094;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-13391;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-6694;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;5;0.698970004;20
OTU-116809;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;18;1.255272505;6.666666667
OTU-11641;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;10;1;33.33333333
OTU-120315;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0.301029996;13.33333333
OTU-19891;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;30;1.477121255;40
OTU-65921;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;6;0.77815125;26.66666667
OTU-64123;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-22043;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;24;1.380211242;33.33333333
OTU-36065;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;37;1.568201724;86.66666667
OTU-134639;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;11;1.041392685;20
OTU-120215;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0.301029996;13.33333333
OTU-135430;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;41;1.612783857;26.66666667
OTU-120202;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-201305;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;9;0.954242509;33.33333333
OTU-20621;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;20
OTU-12126;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;8;0.903089987;40
OTU-7130;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;0.477121255;13.33333333
OTU-6348;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-5996;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;13;1.113943352;33.33333333
OTU-3148;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;89;1.949390007;100
OTU-895;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;967;2.985426474;100
OTU-21383;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;13;1.113943352;33.33333333
OTU-120676;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;216;2.334453751;80
OTU-120112;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0.301029996;6.666666667
OTU-164535;1;0;0;0;1;0;1;0;1;1;1;1;0;1;0;36;1.556302501;53.33333333
OTU-113676;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;7;0.84509804;40
OTU-6739;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;34;1.531478917;80
OTU-60529;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-62729;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0.602059991;20
OTU-107;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1018;3.007747778;100
OTU-37588;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1.230448921;6.666666667
OTU-4759;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0.698970004;13.33333333
OTU-63124;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;0.477121255;20
OTU-41388;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-4463;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;62;1.792391689;53.33333333
OTU-10412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6.666666667
OTU-41775;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-41662;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-19406;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;6.666666667
OTU-15293;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;8;0.903089987;33.33333333
OTU-11440;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;29;1.462397998;46.66666667
OTU-58028;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;16;1.204119983;40
OTU-33183;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.666666667
OTU-64029;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;8;0.903089987;33.33333333
OTU-5487;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;191;2.281033367;46.66666667
OTU-12355;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-11563;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;7;0.84509804;46.66666667
OTU-73790;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;10;1;13.33333333
OTU-90862;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-30514;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;5;0.698970004;20
OTU-60558;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-44587;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;6;0.77815125;20
OTU-41898;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;5;0.698970004;20
OTU-11483;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;6.666666667
OTU-7501;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;7;0.84509804;20
OTU-5481;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;79;1.897627091;80
OTU-108652;0;1;1;0;1;0;0;0;0;1;1;1;0;1;1;26;1.414973348;53.33333333
OTU-17522;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;12;1.079181246;33.33333333
OTU-13407;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;14;1.146128036;33.33333333
OTU-7739;0;1;1;0;1;0;1;0;0;0;1;1;0;1;0;20;1.301029996;46.66666667
OTU-11494;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6.666666667
OTU-2768;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;406;2.608526034;93.33333333
OTU-11099;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;22;1.342422681;20
OTU-11363;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;69;1.838849091;93.33333333
OTU-26943;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;9;0.954242509;26.66666667
OTU-16422;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;13.33333333
OTU-5436;1;1;1;0;1;0;0;0;1;0;1;0;0;1;1;58;1.763427994;53.33333333
OTU-220140;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;25;1.397940009;33.33333333
OTU-41308;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;6;0.77815125;40
OTU-9854;1;1;1;0;1;0;1;0;1;1;0;1;1;1;0;27;1.431363764;66.66666667
OTU-120589;0;1;1;1;0;0;0;0;1;0;1;1;1;1;0;39;1.591064607;53.33333333
OTU-51404;1;1;1;0;0;0;0;1;0;1;1;1;0;0;1;13;1.113943352;53.33333333
OTU-11337;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;48;1.681241237;66.66666667
OTU-60612;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;26;1.414973348;33.33333333
OTU-15977;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;10;1;46.66666667
OTU-11810;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;5;0.698970004;33.33333333
OTU-11579;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-98;0;1;1;1;1;1;1;1;1;0;1;1;0;1;0;113;2.053078443;73.33333333
OTU-71112;0;1;1;0;1;1;0;0;0;0;1;1;0;1;0;39;1.591064607;46.66666667
OTU-11117;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-5486;1;1;1;0;1;0;1;1;0;0;1;0;1;1;1;123;2.089905111;66.66666667
OTU-29971;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;26;1.414973348;33.33333333
OTU-120322;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;6;0.77815125;33.33333333
OTU-45920;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-40699;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-66651;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0.477121255;13.33333333
OTU-72191;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-40214;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;21;1.322219295;53.33333333
OTU-11557;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;21;1.322219295;33.33333333
OTU-26944;0;1;1;0;1;1;0;0;1;0;1;1;0;1;1;41;1.612783857;60
OTU-5460;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-219414;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0.477121255;13.33333333
OTU-72192;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-19794;0;1;1;0;1;0;0;0;0;0;1;0;0;1;1;55;1.740362689;40
OTU-63805;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;133;2.123851641;66.66666667
OTU-13435;1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;103;2.012837225;66.66666667
OTU-118897;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;5;0.698970004;20
OTU-85722;1;1;1;1;1;1;0;1;0;0;1;1;0;1;0;37;1.568201724;66.66666667
OTU-99;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1017;3.007320953;93.33333333
OTU-67357;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;12;1.079181246;13.33333333
OTU-5591;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;92;1.963787827;60
OTU-40257;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;119;2.075546961;40
OTU-50986;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;11;1.041392685;33.33333333
OTU-12571;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;20;1.301029996;33.33333333
OTU-56797;1;1;1;0;1;0;0;0;0;0;1;1;0;1;1;76;1.880813592;53.33333333
OTU-24565;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;439;2.64246452;80
OTU-91657;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;9;0.954242509;20
OTU-63663;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;31;1.491361694;40
OTU-53887;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;20;1.301029996;33.33333333
OTU-64042;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;6.666666667
OTU-11872;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;16;1.204119983;26.66666667
OTU-2881;0;1;1;1;1;0;0;0;0;0;1;1;0;1;0;35;1.544068044;46.66666667
OTU-39420;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;73;1.86332286;80
OTU-5561;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;28;1.447158031;40
OTU-19730;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;4;0.602059991;20
OTU-11469;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;22;1.342422681;26.66666667
OTU-46273;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;18;1.255272505;13.33333333
OTU-384;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;85;1.929418926;53.33333333
OTU-57118;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-11118;1;0;1;1;1;0;0;0;0;0;1;0;1;0;1;15;1.176091259;46.66666667
OTU-43399;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;4;0.602059991;26.66666667
OTU-8456;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1207;3.08170727;100
OTU-37350;1;1;1;0;1;0;0;0;0;0;1;1;1;1;0;91;1.959041392;53.33333333
OTU-29872;1;1;1;0;1;0;0;0;0;0;1;1;0;1;0;50;1.698970004;46.66666667
OTU-154867;0;1;1;0;1;0;0;0;1;0;1;1;0;1;0;13;1.113943352;46.66666667
OTU-99676;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;28;1.447158031;20
OTU-155687;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;26;1.414973348;46.66666667
OTU-3708;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;56;1.748188027;53.33333333
OTU-41493;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;239;2.378397901;80
OTU-11416;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;9;0.954242509;20
OTU-1350;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;5;0.698970004;26.66666667
OTU-34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;322;2.507855872;100
OTU-49712;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;15;1.176091259;26.66666667
OTU-12596;1;1;1;0;1;0;1;0;0;1;1;1;1;0;0;58;1.763427994;60
OTU-3521;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0.602059991;20
OTU-30464;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-245;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;12;1.079181246;40
OTU-6419;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-56221;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-87369;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;7;0.84509804;20
OTU-53376;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-26590;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;0.477121255;20
OTU-112046;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0.301029996;13.33333333
OTU-199780;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;19;1.278753601;33.33333333
OTU-11180;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;9;0.954242509;20
OTU-11411;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0.301029996;13.33333333
OTU-6464;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;15;1.176091259;53.33333333
OTU-90992;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6.666666667
OTU-11174;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;5;0.698970004;26.66666667
OTU-44864;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-11097;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-6017;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-12124;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;20;1.301029996;26.66666667
OTU-68554;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-11646;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.666666667
OTU-11990;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-11079;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;8;0.903089987;20
OTU-7483;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-62749;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-5919;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;31;1.491361694;40
OTU-11130;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;127;2.103803721;33.33333333
OTU-30089;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;19;1.278753601;20
OTU-33102;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-12660;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.666666667
OTU-31273;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0.602059991;20
OTU-11251;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;22;1.342422681;20
OTU-85380;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8;0.903089987;13.33333333
OTU-11135;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;11;1.041392685;13.33333333
OTU-11127;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-11649;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-85089;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;6;0.77815125;13.33333333
OTU-32680;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;44;1.643452676;53.33333333
OTU-43005;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;10;1;33.33333333
OTU-9013;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;32;1.505149978;66.66666667
OTU-33297;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-11262;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;7;0.84509804;20
OTU-12549;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;4;0.602059991;26.66666667
OTU-258512;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;17;1.230448921;20
OTU-11302;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;5;0.698970004;20
OTU-11733;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0.301029996;13.33333333
OTU-30265;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6.666666667
OTU-57235;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-81691;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;13;1.113943352;20
OTU-119416;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;10;1;26.66666667
OTU-44756;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-42677;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;13.33333333
OTU-73719;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;32;1.505149978;13.33333333
OTU-11160;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;42;1.62324929;20
OTU-11246;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-72274;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0.477121255;20
OTU-2821;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;80;1.903089987;26.66666667
OTU-11285;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-61381;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-31083;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-11635;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-17064;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0.602059991;13.33333333
OTU-68201;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;6;0.77815125;33.33333333
OTU-2521;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0;6;0.77815125;40
OTU-45669;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;47;1.672097858;20
OTU-270783;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;276;2.440909082;13.33333333
OTU-60670;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;59;1.770852012;6.666666667
OTU-43306;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;25;1.397940009;73.33333333
OTU-61031;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0.602059991;13.33333333
OTU-4743;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;6;0.77815125;20
OTU-173193;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;369;2.567026366;80
OTU-88130;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;8;0.903089987;13.33333333
OTU-47846;0;0;1;0;0;1;1;1;0;0;0;0;1;1;0;34;1.531478917;40
OTU-52350;0;0;1;1;1;0;1;0;0;0;0;1;1;1;0;37;1.568201724;46.66666667
OTU-84865;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;80;1.903089987;60
OTU-92265;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;104;2.017033339;73.33333333
OTU-85682;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;1.176091259;6.666666667
OTU-7833;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;3;0.477121255;20
OTU-130501;0;0;0;0;1;1;1;1;0;0;0;1;0;1;1;18;1.255272505;46.66666667
OTU-85668;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;125;2.096910013;33.33333333
OTU-7511;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;5;0.698970004;20
OTU-228702;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;13;1.113943352;46.66666667
OTU-5280;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;253;2.403120521;80
OTU-131011;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;5;0.698970004;26.66666667
OTU-83722;1;1;1;0;1;0;0;0;0;0;1;1;1;1;1;489;2.689308859;60
OTU-35815;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;53;1.72427587;73.33333333
OTU-56806;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;146;2.164352856;93.33333333
