OTU;T0;C;A1;A3;HS;C_C;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-51431;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;1.041392685;13.33333333
OTU-125191;0;1;1;0;0;1;1;1;1;0;0;0;1;1;1;30;1.477121255;60
OTU-102816;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;33;1.51851394;26.66666667
OTU-180;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;4646;3.667079205;93.33333333
OTU-75199;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;13;1.113943352;40
OTU-4256;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;9;0.954242509;33.33333333
OTU-60664;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;58;1.763427994;80
OTU-7576;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8642;3.936614262;100
OTU-124038;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;27;1.431363764;53.33333333
OTU-132258;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;24;1.380211242;46.66666667
OTU-235077;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1.505149978;6.666666667
OTU-232240;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;6.666666667
OTU-53741;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;13.33333333
OTU-20457;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;50;1.698970004;26.66666667
OTU-43312;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;63;1.799340549;13.33333333
OTU-234295;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1.414973348;6.666666667
OTU-107769;0;1;0;0;0;1;1;1;1;1;1;0;1;1;0;118;2.071882007;60
OTU-14818;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;13;1.113943352;33.33333333
OTU-231564;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;6.666666667
OTU-64;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6393;3.805704704;100
OTU-342;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;779;2.891537458;93.33333333
OTU-76015;0;1;1;1;0;1;0;0;1;1;0;1;0;0;1;46;1.662757832;53.33333333
OTU-28815;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;10;1;13.33333333
OTU-845;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;20
OTU-20567;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;394;2.595496222;93.33333333
OTU-15382;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-18343;0;1;1;1;0;1;1;1;1;1;0;0;1;0;1;112;2.049218023;66.66666667
OTU-893;1;1;1;1;0;1;0;0;0;1;0;0;1;1;1;53;1.72427587;60
OTU-166769;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;199;2.298853076;73.33333333
OTU-135982;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;15;1.176091259;33.33333333
OTU-10008;0;1;1;1;0;0;1;1;0;0;1;0;1;1;0;168;2.225309282;53.33333333
OTU-2828;1;1;1;1;1;0;0;1;1;0;1;1;0;1;1;611;2.78604121;73.33333333
OTU-35616;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;28;1.447158031;33.33333333
OTU-56071;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-117014;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;58;1.763427994;60
OTU-42;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1468;3.166726056;100
OTU-131524;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;10;1;26.66666667
OTU-6665;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1343;3.128076013;86.66666667
OTU-17802;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;22;1.342422681;53.33333333
OTU-5811;1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;187;2.271841607;60
OTU-35734;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;13.33333333
OTU-119706;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;98;1.991226076;73.33333333
OTU-135918;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;619;2.791690649;80
OTU-323;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5825;3.76529593;100
OTU-102830;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;470;2.672097858;46.66666667
OTU-2697;1;1;1;1;0;0;1;1;0;0;1;0;1;0;0;95;1.977723605;53.33333333
OTU-832;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;208;2.318063335;80
OTU-6597;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;86;1.934498451;80
OTU-156719;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;490;2.69019608;66.66666667
OTU-4274;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;112;2.049218023;53.33333333
OTU-672;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;339;2.530199698;93.33333333
OTU-14377;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;70;1.84509804;80
OTU-33775;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;6;0.77815125;26.66666667
OTU-20463;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;250;2.397940009;73.33333333
OTU-77512;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;47;1.672097858;60
OTU-2994;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;63;1.799340549;80
OTU-152818;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;108;2.033423755;80
OTU-176995;0;1;1;0;0;0;1;1;0;0;1;1;1;1;1;80;1.903089987;60
OTU-22195;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;100;2;73.33333333
OTU-3757;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;304;2.482873584;86.66666667
OTU-144956;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;301;2.478566496;46.66666667
OTU-123744;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;84;1.924279286;80
OTU-80527;1;1;1;0;0;1;1;0;1;1;1;0;0;1;0;24;1.380211242;60
OTU-93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2575;3.410777233;100
OTU-94284;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;4;0.602059991;20
OTU-29280;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;7;0.84509804;20
OTU-224085;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;299;2.475671188;86.66666667
OTU-43418;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;89;1.949390007;80
OTU-211348;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;6.666666667
OTU-32685;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;20
OTU-554;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;840;2.924279286;100
OTU-4116;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;20;1.301029996;33.33333333
OTU-231690;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;117;2.068185862;20
OTU-19661;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1.505149978;13.33333333
OTU-130126;1;1;0;1;0;0;1;1;1;1;0;0;1;1;0;83;1.919078092;60
OTU-134309;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;179;2.252853031;33.33333333
OTU-96632;0;1;1;1;0;1;1;1;0;1;0;1;1;0;1;29;1.462397998;66.66666667
OTU-1266;1;1;1;1;0;0;0;1;0;1;1;0;1;1;0;186;2.269512944;60
OTU-93907;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;66;1.819543936;73.33333333
OTU-10751;0;1;0;1;0;0;1;0;0;1;0;1;1;1;1;16;1.204119983;53.33333333
OTU-50277;0;1;1;1;0;1;1;1;0;0;0;1;0;1;1;41;1.612783857;60
OTU-50385;0;1;1;1;0;1;1;1;0;1;0;0;1;1;0;123;2.089905111;60
OTU-29607;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0.698970004;13.33333333
OTU-119821;1;1;1;0;0;0;0;1;0;0;1;1;1;0;0;40;1.602059991;46.66666667
OTU-144828;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;41;1.612783857;40
OTU-6199;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;14;1.146128036;66.66666667
OTU-108904;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;10;1;33.33333333
OTU-17895;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;25;1.397940009;60
OTU-13981;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0.301029996;13.33333333
OTU-64140;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;64;1.806179974;80
OTU-14925;1;1;1;1;0;0;0;1;1;0;1;0;1;0;1;25;1.397940009;60
OTU-47464;0;1;0;1;0;1;1;1;0;1;0;1;1;0;1;26;1.414973348;60
OTU-20063;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;9;0.954242509;33.33333333
OTU-3627;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;86;1.934498451;60
OTU-16302;1;1;0;0;0;1;1;1;1;0;1;0;1;1;0;23;1.361727836;60
OTU-20;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1487;3.172310969;93.33333333
OTU-28739;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;413;2.615950052;80
OTU-75476;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0;18;1.255272505;60
OTU-101965;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;14;1.146128036;40
OTU-3488;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;406;2.608526034;53.33333333
OTU-14133;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;345;2.537819095;86.66666667
OTU-80568;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;15;1.176091259;26.66666667
OTU-20915;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;10;1;26.66666667
OTU-58513;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;12;1.079181246;40
OTU-55395;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;5;0.698970004;20
OTU-20271;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;35;1.544068044;26.66666667
OTU-94021;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;24;1.380211242;26.66666667
OTU-36950;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;164;2.214843848;33.33333333
OTU-61399;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;10;1;20
OTU-27637;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;20
OTU-305;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;972;2.987666265;100
OTU-23628;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;17;1.230448921;46.66666667
OTU-219257;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;7;0.84509804;33.33333333
OTU-29029;0;0;1;0;0;1;1;1;0;0;1;0;1;1;1;18;1.255272505;53.33333333
OTU-199366;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;168;2.225309282;93.33333333
OTU-69536;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;124;2.093421685;86.66666667
OTU-7226;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;215;2.33243846;93.33333333
OTU-25412;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;73;1.86332286;80
OTU-95204;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;22;1.342422681;20
OTU-228667;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;24;1.380211242;20
OTU-30687;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;69;1.838849091;33.33333333
OTU-233050;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;6.666666667
OTU-60458;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;1.556302501;6.666666667
OTU-233919;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.666666667
OTU-233038;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;1.897627091;6.666666667
OTU-16474;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;24;1.380211242;20
OTU-269146;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;380;2.579783597;80
OTU-2381;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1827;3.261738547;100
OTU-24005;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3507;3.544935766;100
OTU-235818;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;27;1.431363764;40
OTU-14585;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;267;2.426511261;73.33333333
OTU-14144;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;126;2.100370545;100
OTU-14073;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;371;2.56937391;46.66666667
OTU-112069;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0.698970004;6.666666667
OTU-19061;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1082;3.034227261;80
OTU-1974;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;226;2.354108439;80
OTU-41169;1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;31;1.491361694;66.66666667
OTU-113818;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0.477121255;13.33333333
OTU-159111;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;9;0.954242509;20
OTU-3921;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;108;2.033423755;86.66666667
OTU-415;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2152;3.332842267;93.33333333
OTU-2649;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;541;2.733197265;40
OTU-60533;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;70;1.84509804;20
OTU-234229;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;55;1.740362689;13.33333333
OTU-247961;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1.255272505;6.666666667
OTU-13589;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;25;1.397940009;33.33333333
OTU-97095;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;1.477121255;13.33333333
OTU-4770;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;100;2;53.33333333
OTU-7043;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;227;2.356025857;86.66666667
OTU-59727;1;1;1;0;0;0;0;1;1;0;1;0;0;1;0;121;2.08278537;46.66666667
OTU-235254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1.531478917;6.666666667
OTU-246534;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1.447158031;6.666666667
OTU-9692;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;73;1.86332286;20
OTU-133830;0;0;1;0;0;1;1;1;1;1;0;0;1;1;1;24;1.380211242;60
OTU-20038;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;189;2.276461804;26.66666667
OTU-7396;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;6.666666667
OTU-240469;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;1.568201724;6.666666667
OTU-32499;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;63;1.799340549;20
OTU-165980;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;45;1.653212514;20
OTU-95250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;6.666666667
OTU-252298;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;20
OTU-116816;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;13.33333333
OTU-242130;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;53;1.72427587;20
OTU-9280;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;362;2.558708571;33.33333333
OTU-231756;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;24;1.380211242;13.33333333
OTU-232067;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44;1.643452676;13.33333333
OTU-234687;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;45;1.653212514;13.33333333
OTU-99652;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;13;1.113943352;26.66666667
OTU-271116;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;37;1.568201724;20
OTU-59341;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;1;13.33333333
OTU-111573;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1313;3.118264726;80
OTU-36521;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;266;2.424881637;53.33333333
OTU-168;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;3116;3.493597449;93.33333333
OTU-143014;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;29;1.462397998;80
OTU-92482;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;111;2.045322979;13.33333333
OTU-91088;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;23;1.361727836;26.66666667
OTU-237221;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;1.633468456;6.666666667
OTU-7036;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;114;2.056904851;33.33333333
OTU-234938;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;70;1.84509804;20
OTU-631;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1727;3.237292338;93.33333333
OTU-235114;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.666666667
OTU-6183;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;126;2.100370545;26.66666667
OTU-19346;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;206;2.31386722;26.66666667
OTU-166233;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1.477121255;13.33333333
OTU-210309;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;6.666666667
OTU-5716;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.84509804;13.33333333
OTU-240092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1.342422681;6.666666667
OTU-232889;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;1.886490725;6.666666667
OTU-233617;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;6.666666667
OTU-235560;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;6.666666667
OTU-9695;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;1.041392685;13.33333333
OTU-3580;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;46;1.662757832;40
OTU-16375;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;120;2.079181246;33.33333333
OTU-58074;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;76;1.880813592;20
OTU-51377;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;6.666666667
OTU-21324;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-109347;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.84509804;13.33333333
OTU-55911;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;26;1.414973348;20
OTU-57312;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1.602059991;13.33333333
OTU-61969;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;52;1.716003344;20
OTU-2784;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;998;2.999130541;60
OTU-19239;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;20;1.301029996;20
OTU-74614;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-20067;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;764;2.883093359;46.66666667
OTU-131374;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;13;1.113943352;33.33333333
OTU-47135;0;1;1;0;0;1;1;1;0;1;0;0;1;0;0;27;1.431363764;46.66666667
OTU-13036;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;163;2.212187604;86.66666667
OTU-53137;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;17;1.230448921;13.33333333
OTU-76670;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0.301029996;6.666666667
OTU-11299;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;13.33333333
OTU-42862;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;20;1.301029996;40
OTU-85060;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.666666667
OTU-30965;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;6;0.77815125;33.33333333
OTU-13054;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;4;0.602059991;26.66666667
OTU-87513;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;5;0.698970004;33.33333333
OTU-2388;1;1;0;1;0;0;0;1;1;0;0;0;0;0;1;7;0.84509804;40
OTU-42046;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;6;0.77815125;40
OTU-10859;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;11;1.041392685;53.33333333
OTU-84;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3556;3.550961752;93.33333333
OTU-64581;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-177086;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-151110;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0.301029996;13.33333333
OTU-54944;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;15;1.176091259;80
OTU-17361;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0.602059991;20
OTU-122086;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;23;1.361727836;66.66666667
OTU-8855;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;11;1.041392685;40
OTU-797;1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;41;1.612783857;73.33333333
OTU-10603;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;98;1.991226076;100
OTU-154379;1;1;0;1;0;1;0;1;1;0;1;1;0;0;0;13;1.113943352;53.33333333
OTU-74917;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-48182;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;4;0.602059991;26.66666667
OTU-18072;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;76;1.880813592;46.66666667
OTU-30359;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;5;0.698970004;26.66666667
OTU-134861;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.666666667
OTU-70309;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.666666667
OTU-119931;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0.301029996;6.666666667
OTU-13726;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;13;1.113943352;33.33333333
OTU-120142;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0.301029996;13.33333333
OTU-120116;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;31;1.491361694;46.66666667
OTU-120823;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0.602059991;13.33333333
OTU-49973;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;7;0.84509804;46.66666667
OTU-41020;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;13.33333333
OTU-12481;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;10;1;26.66666667
OTU-41444;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-4061;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;0.602059991;20
OTU-2702;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;44;1.643452676;100
OTU-42094;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-6209;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;3;0.477121255;20
OTU-32096;1;1;1;0;1;0;0;1;0;1;0;1;1;1;0;106;2.025305865;60
OTU-39361;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0.301029996;13.33333333
OTU-29456;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-40220;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6.666666667
OTU-11290;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-73581;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0.301029996;13.33333333
OTU-6499;1;0;1;0;1;1;0;1;0;1;1;1;1;1;0;50;1.698970004;66.66666667
OTU-52929;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0.903089987;13.33333333
OTU-43304;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;9;0.954242509;20
OTU-21736;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;10;1;20
OTU-3858;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;37;1.568201724;86.66666667
OTU-12736;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;20
OTU-53281;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-18870;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-11731;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;5;0.698970004;26.66666667
OTU-119994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-94476;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-24115;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;13.33333333
OTU-7464;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-128404;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;25;1.397940009;33.33333333
OTU-58611;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;5;0.698970004;20
OTU-211895;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;95;1.977723605;80
OTU-30;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2703;3.431846046;100
OTU-261596;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-104875;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;4;0.602059991;26.66666667
OTU-30848;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;29;1.462397998;80
OTU-87562;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;10;1;26.66666667
OTU-3582;0;0;1;0;1;0;1;0;0;1;0;0;1;1;0;8;0.903089987;40
OTU-162535;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;28;1.447158031;53.33333333
OTU-155136;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;498;2.697229343;80
OTU-135588;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-11611;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;28;1.447158031;33.33333333
OTU-90;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;597;2.775974331;93.33333333
