OTU;T0;Ctrl;US;pH2;pH11;Ox1;Ox2;FT;A1;A2;A3;F1;F2;F3;Fun1;Fun2;Pro;Na;HS;UV;C_C;C_Ox1;Ox1_Ox1;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;C_pH2;pH2_pH2;C_pH11;pH11_pH11;C_F3;F3_F3;C_Fun1;Fun1_Fun1;C_Pro;Pro_Pro;C_UV;UV_UV;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-135588;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20;1.301029996;11.36363636
OTU-11611;1;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;60;1.77815125;31.81818182
OTU-90;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;6642;3.822298871;86.36363636
OTU-48015;0;1;1;1;1;0;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;229;2.359835482;31.81818182
OTU-272578;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;106;2.025305865;13.63636364
OTU-6111;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;112;2.049218023;50
OTU-37784;0;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;1.73239376;31.81818182
OTU-161;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;3422;3.534280005;65.90909091
OTU-53110;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;14;1.146128036;13.63636364
OTU-29904;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;22;1.342422681;15.90909091
OTU-5787;1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;1.633468456;22.72727273
OTU-11421;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;29;1.462397998;31.81818182
OTU-11113;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;1;0;0;0;1;1;180;2.255272505;61.36363636
OTU-120108;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;111;2.045322979;29.54545455
OTU-11227;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;881;2.944975908;84.09090909
OTU-11089;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1343;3.128076013;59.09090909
OTU-118853;0;0;0;1;0;0;0;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;177;2.247973266;52.27272727
OTU-280295;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;229;2.359835482;38.63636364
OTU-121100;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;514;2.710963119;70.45454545
OTU-11953;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1199;3.078819183;84.09090909
OTU-11319;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;874;2.941511433;84.09090909
OTU-29954;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1;0;0;0;1;0;751;2.875639937;59.09090909
OTU-68964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0.77815125;4.545454545
OTU-202334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;13;1.113943352;9.090909091
OTU-3083;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;479;2.680335513;75
OTU-11080;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;35;1.544068044;22.72727273
OTU-11162;0;0;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1.69019608;27.27272727
OTU-11147;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;1.146128036;13.63636364
OTU-73789;0;1;1;0;0;1;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;42;1.62324929;31.81818182
OTU-30407;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;0;0;0;1;0;643;2.808210973;56.81818182
OTU-29930;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;44;1.643452676;31.81818182
OTU-11281;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;404;2.606381365;52.27272727
OTU-85;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4595;3.662285516;93.18181818
OTU-120130;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;13;1.113943352;9.090909091
OTU-11263;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;0;137;2.136720567;59.09090909
OTU-119216;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;124;2.093421685;27.27272727
OTU-40215;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;95;1.977723605;38.63636364
OTU-5433;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;1.255272505;20.45454545
OTU-7536;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;0;0;0;1;0;445;2.648360011;59.09090909
OTU-11092;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;2576;3.410945859;84.09090909
OTU-11781;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;211;2.324282455;63.63636364
OTU-42259;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;61;1.785329835;43.18181818
OTU-120178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4;0.602059991;6.818181818
OTU-45847;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;37;1.568201724;20.45454545
OTU-71974;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;47;1.672097858;9.090909091
OTU-64200;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;10;1;9.090909091
OTU-220634;1;0;1;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;33;1.51851394;22.72727273
OTU-5479;0;1;1;1;0;0;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;176;2.245512668;34.09090909
OTU-66637;0;1;1;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;157;2.195899652;47.72727273
OTU-82676;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;14;1.146128036;15.90909091
OTU-12831;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;69;1.838849091;40.90909091
OTU-381;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;3060;3.485721426;88.63636364
OTU-12525;0;1;1;1;0;0;1;1;0;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1.361727836;27.27272727
OTU-29567;0;1;1;1;0;0;1;0;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;1;0;89;1.949390007;43.18181818
OTU-5532;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;2201;3.342620043;90.90909091
OTU-52999;0;0;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1.755874856;27.27272727
OTU-8455;0;0;1;1;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;34;1.531478917;27.27272727
OTU-139;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;317;2.501059262;70.45454545
OTU-32570;0;1;1;1;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;31;1.491361694;34.09090909
OTU-10653;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;1;0;1;0;151;2.178976947;65.90909091
OTU-2390;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;15;1.176091259;20.45454545
OTU-25;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;9986;3.999391562;88.63636364
OTU-27219;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;691;2.839478047;50
OTU-26479;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1547;3.189490314;54.54545455
OTU-11100;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;422;2.625312451;45.45454545
OTU-160629;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;613;2.787460475;47.72727273
OTU-96978;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;181;2.257678575;38.63636364
OTU-53094;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;1.949390007;34.09090909
OTU-13391;0;0;1;1;0;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;96;1.982271233;29.54545455
OTU-6694;0;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;37;1.568201724;34.09090909
OTU-116809;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;442;2.645422269;45.45454545
OTU-11641;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;90;1.954242509;38.63636364
OTU-120315;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;11;1.041392685;6.818181818
OTU-19891;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;1;1;1;1;1;1;0;1;0;1;0;0;1;0;155;2.190331698;50
OTU-65921;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;18;1.255272505;31.81818182
OTU-64123;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;125;2.096910013;29.54545455
OTU-40906;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;9.090909091
OTU-22043;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;529;2.723455672;56.81818182
OTU-36065;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;75;1.875061263;72.72727273
OTU-134639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;23;1.361727836;20.45454545
OTU-120215;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;19;1.278753601;22.72727273
OTU-135430;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;1;0;147;2.167317335;40.90909091
OTU-120202;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;29;1.462397998;15.90909091
OTU-201305;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;33;1.51851394;27.27272727
OTU-20621;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;159;2.201397124;22.72727273
OTU-12126;1;1;0;0;1;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;26;1.414973348;40.90909091
OTU-62602;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;31;1.491361694;20.45454545
OTU-7130;0;0;1;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;20;1.301029996;29.54545455
OTU-6348;0;0;1;1;0;0;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;42;1.62324929;36.36363636
OTU-5996;0;0;1;1;1;0;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;69;1.838849091;45.45454545
OTU-3148;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;218;2.338456494;97.72727273
OTU-895;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6363;3.803661923;100
OTU-21383;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;81;1.908485019;45.45454545
OTU-120676;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1144;3.058426024;90.90909091
OTU-120112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;8;0.903089987;6.818181818
OTU-164535;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;163;2.212187604;50
OTU-113676;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;16;1.204119983;31.81818182
OTU-6739;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;392;2.593286067;93.18181818
OTU-60529;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;1.799340549;20.45454545
OTU-62729;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;27;1.431363764;22.72727273
OTU-107;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8612;3.935104021;100
OTU-37588;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;85;1.929418926;15.90909091
OTU-4759;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60;1.77815125;34.09090909
OTU-77068;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1.792391689;6.818181818
OTU-63124;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1.681241237;31.81818182
OTU-42740;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;128;2.10720997;13.63636364
OTU-41388;0;0;1;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384;2.584331224;22.72727273
OTU-4463;1;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;402;2.604226053;72.72727273
OTU-10412;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;118;2.071882007;27.27272727
OTU-41775;0;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;1.146128036;27.27272727
OTU-41662;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;13.63636364
OTU-19406;0;1;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;103;2.012837225;29.54545455
OTU-15293;1;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;25;1.397940009;40.90909091
OTU-11440;1;1;1;1;0;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;193;2.285557309;50
OTU-58028;0;1;1;0;0;0;0;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;1;0;92;1.963787827;43.18181818
OTU-33183;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;17;1.230448921;13.63636364
OTU-64029;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;17;1.230448921;27.27272727
OTU-11369;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;11.36363636
OTU-5487;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;1;1;0;0;1;1;0;3124;3.494711025;63.63636364
OTU-12355;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;31;1.491361694;25
OTU-11563;0;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;67;1.826074803;56.81818182
OTU-11082;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1.255272505;4.545454545
OTU-73790;0;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;194;2.28780173;34.09090909
OTU-90862;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;13.63636364
OTU-30514;0;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;72;1.857332496;40.90909091
OTU-42146;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;18.18181818
