OTU;T0;Ctrl;US;pH2;pH11;Ox1;Ox2;FT;A1;A2;A3;F1;F2;F3;Fun1;Fun2;Pro;Na;HS;UV;C_C;C_Ox1;Ox1_Ox1;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;C_pH2;pH2_pH2;C_pH11;pH11_pH11;C_F3;F3_F3;C_Fun1;Fun1_Fun1;C_Pro;Pro_Pro;C_UV;UV_UV;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-126830;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;582;2.764922985;59.09090909
OTU-140094;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;223;2.348304863;54.54545455
OTU-95504;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;249;2.396199347;70.45454545
OTU-105138;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;320;2.505149978;59.09090909
OTU-18722;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;1;0;1;1;1;1;1;199;2.298853076;59.09090909
OTU-15869;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1.792391689;15.90909091
OTU-2438;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;32;1.505149978;27.27272727
OTU-2700;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;3726;3.571242851;88.63636364
OTU-24782;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;1.146128036;6.818181818
OTU-101327;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;1;0;310;2.491361694;50
OTU-24047;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;9.090909091
OTU-65927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;12;1.079181246;6.818181818
OTU-111;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1487;3.172310969;70.45454545
OTU-48071;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;181;2.257678575;31.81818182
OTU-47209;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;506;2.704150517;50
OTU-52567;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;40;1.602059991;50
OTU-5378;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;1;27;1.431363764;31.81818182
OTU-114971;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;25;1.397940009;18.18181818
OTU-10629;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;45;1.653212514;43.18181818
OTU-50025;0;1;0;1;0;1;1;1;1;1;1;0;0;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;107;2.029383778;54.54545455
OTU-42808;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;18;1.255272505;25
OTU-12648;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;36;1.556302501;38.63636364
OTU-50151;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;23;1.361727836;34.09090909
OTU-18098;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;9.090909091
OTU-100904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;258;2.411619706;47.72727273
OTU-19592;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1857;3.268811904;75
OTU-29863;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1;0;213;2.328379603;56.81818182
OTU-2986;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;176;2.245512668;70.45454545
OTU-58546;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;16;1.204119983;20.45454545
OTU-569;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;622;2.793790385;88.63636364
OTU-6276;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;534;2.727541257;68.18181818
OTU-20228;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;267;2.426511261;59.09090909
OTU-1399;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;2765;3.441695136;90.90909091
OTU-35290;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;18;1.255272505;13.63636364
OTU-87983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1.301029996;4.545454545
OTU-112833;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;37;1.568201724;27.27272727
OTU-6198;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;12;1.079181246;22.72727273
OTU-61988;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;12;1.079181246;18.18181818
OTU-27323;0;0;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;18.18181818
OTU-233;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;7297;3.863144346;65.90909091
OTU-1024;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;30;1.477121255;43.18181818
OTU-1066;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.63636364
OTU-470;0;1;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;927;2.967079734;31.81818182
OTU-95443;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;41;1.612783857;27.27272727
OTU-15386;0;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;18.18181818
OTU-9612;1;1;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;0;34;1.531478917;40.90909091
OTU-221596;0;1;0;0;0;1;0;1;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;438;2.641474111;70.45454545
OTU-93069;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;21;1.322219295;15.90909091
OTU-91913;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;9.090909091
OTU-412;0;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1323;3.121559844;70.45454545
OTU-8143;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;164;2.214843848;36.36363636
OTU-9711;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1.748188027;22.72727273
OTU-17803;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;95;1.977723605;34.09090909
OTU-55160;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;27;1.431363764;25
OTU-51030;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;37;1.568201724;36.36363636
OTU-168669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;15;1.176091259;6.818181818
OTU-97691;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;1;1;52;1.716003344;36.36363636
OTU-2561;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;98;1.991226076;20.45454545
OTU-104974;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;70;1.84509804;15.90909091
OTU-102543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;1;1;0;1;1;1;0;1;91;1.959041392;29.54545455
OTU-24560;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;84;1.924279286;18.18181818
OTU-54694;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;0;108;2.033423755;52.27272727
OTU-65468;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;13.63636364
OTU-111417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;84;1.924279286;13.63636364
OTU-29932;0;0;1;0;1;1;1;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;190;2.278753601;36.36363636
OTU-114634;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;46;1.662757832;36.36363636
OTU-48113;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;57;1.755874856;43.18181818
OTU-62849;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;324;2.51054501;54.54545455
OTU-224616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;0;1;1;0;0;0;259;2.413299764;34.09090909
OTU-103759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;14;1.146128036;18.18181818
OTU-118667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;14;1.146128036;15.90909091
OTU-54364;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;50;1.698970004;25
OTU-66022;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20;1.301029996;11.36363636
OTU-121262;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;6.818181818
OTU-52433;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;255;2.40654018;38.63636364
OTU-10450;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;29;1.462397998;18.18181818
OTU-6611;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;1;1;1;0;117;2.068185862;65.90909091
OTU-338;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;654;2.815577748;86.36363636
OTU-182679;1;1;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;1;0;1;1;1;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0;1;58;1.763427994;54.54545455
OTU-210030;0;0;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;0;46;1.662757832;50
OTU-192735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;29;1.462397998;25
OTU-1380;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;64;1.806179974;36.36363636
OTU-71186;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;13.63636364
OTU-29523;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1.230448921;11.36363636
OTU-58972;0;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;77;1.886490725;65.90909091
OTU-18626;0;1;1;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;148;2.170261715;68.18181818
OTU-141936;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;499;2.698100546;81.81818182
OTU-58689;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;14;1.146128036;22.72727273
OTU-69613;0;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;684;2.835056102;72.72727273
OTU-104092;0;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;157;2.195899652;63.63636364
OTU-97778;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;685;2.835690571;84.09090909
OTU-65051;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;53;1.72427587;36.36363636
OTU-156779;0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1502;3.176669933;75
OTU-97646;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;517;2.713490543;79.54545455
OTU-49214;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;44;1.643452676;40.90909091
OTU-48148;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;50;1.698970004;47.72727273
OTU-81289;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;28;1.447158031;36.36363636
OTU-48633;0;1;1;0;0;0;1;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;117;2.068185862;72.72727273
OTU-58975;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;26;1.414973348;18.18181818
OTU-213375;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;203;2.307496038;72.72727273
OTU-65222;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;776;2.889861721;77.27272727
OTU-49330;0;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;319;2.503790683;72.72727273
OTU-50621;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;1;0;55;1.740362689;40.90909091
OTU-230975;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;66;1.819543936;38.63636364
OTU-1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;320588;5.505947262;100
OTU-68722;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;0;1;1;1;125;2.096910013;63.63636364
OTU-20565;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;0;0;55;1.740362689;38.63636364
OTU-47271;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;390;2.591064607;79.54545455
OTU-35590;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;93;1.968482949;61.36363636
OTU-14501;0;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;0;1;180;2.255272505;68.18181818
OTU-34829;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;864;2.936513742;84.09090909
OTU-225454;0;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;85;1.929418926;59.09090909
OTU-30728;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;39;1.591064607;25
OTU-62190;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;16;1.204119983;25
OTU-128997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1901;3.278982117;95.45454545
OTU-123564;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;130;2.113943352;70.45454545
OTU-166720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;1;26;1.414973348;29.54545455
OTU-18703;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;899;2.953759692;77.27272727
OTU-174317;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;23;1.361727836;29.54545455
OTU-149175;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;636;2.803457116;95.45454545
OTU-124201;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;112;2.049218023;86.36363636
OTU-10462;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;80;1.903089987;70.45454545
OTU-38564;0;1;1;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;36;1.556302501;40.90909091
OTU-183195;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;182;2.260071388;61.36363636
OTU-91806;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;1;1;0;1;1;1;0;0;0;1;1;1;0;1;0;116;2.064457989;47.72727273
OTU-128649;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;21;1.322219295;13.63636364
